Index,Location,Year
1632,"Department of Physical Therapy, School of Allied Health Professions, Louisiana State University Medical Center, Shreveport 71130-3932.",1993
1633,"Research Center for Advanced Science and Technology, University of Tokyo, Japan.",1993
1634,"Army Aeromedical Research Laboratory, Fort Rucker, AL.",1993
1635,"Army Program for Test and Evaluation of Aeromedical Equipment,  Army Aeromedical Research Laboratory, Fort Rucker, AL 36362-5292.",1992
1636,"Department of Internal Medicine, University of Iowa College of Medicine, Iowa City 52242.",1993
1637,"c/o Jolliffe House, 32 West Street, Poole, Dorset BH15 1LA, UK.",1993
1638,"Hospital Infections Program, Centers for Disease Control and Prevention, Atlanta, GA 30333.",1993
1639,"Department of Infectious Diseases, St. Jude Children's Research Hospital, Memphis, Tennessee 38101-0318.",1993
1640,"Department of Infectious Diseases, St. Jude Children's Research Hospital, Memphis, Tennessee.",1992
1641,"Health Industry Manufacturers Association (HIMA), Washington, DC.",1993
1642,"Copenhagen Business School, Institute of Industrial Research (IESF), Denmark.",1993
1643,"ERGO Medical , Athens, Greece.",1993
1644,"Ergo Medical , Athens, Greece.",1993
1645,"State University of Limburg, Maastricht, The Netherlands.",1993
1646,"Office of Device Evaluation, Center for Devices and Radiological Health, Food and Drug Administration, Rockville, MD  20850.",1992
1647,"Health Devices Research Institute, Redwood City, California 94065.",1992
1648,"Methodist Health Systems, Memphis, TN.",1992
1649,American Hospital Association.,1992
1650,"Division of Health Care Quality, Massachusetts Department of Public Health, Boston.",1992
1651,"Division of Infectious Diseases, Children's Hospital, Boston, Massachusetts 02115.",1991
1652,"Chirurgische Klinik der Städtischen Kliniken, Dortmund, Germany.",1992
1653,"Shell International Chemical Company, London, UK.",1992
1654,"Department of Medicine, North Shore University Hospital-Cornell University Medical College, Manhasset, New York 11030.",1992
1655,"Cogito Consult AB, Angelholm, Sweden.",1992
1656,"Department of Radiology, College of Medicine, University of Florida, Gainesville 32610-0374.",1992
1657,"School of Nursing, University of Texas, Austin 78701.",1992
1658,Quest Publishing Company.,1992
1659,"Braton Biotech, Inc., Rockville, MD 20850.",1992
1660,"Corporate Industrial Hygiene and Toxicology Department, Abbott Laboratories, North Chicago, Illinois 60064.",1992
1661,"Caric Perouse Group, Orsay, France.",1992
1662,"Stericontrol, Snekkersten, Denmark.",1992
1663,"Kaiser Foundation Hospitals, Berkeley, CA 94710.",1992
1664,"Division of Plastic and Reconstructive Surgery, University Hospital, Case Western Reserve University, Cleveland, OH.",1992
1665,"Department of Anaesthetics, Guy's Hospital, London.",1992
1666,"Division of Critical Care Medicine, University of Alberta, Edmonton, Canada.",1992
1667,"Medical Technology Consultants Europe Ltd., Egham, Surrey, UK.",1992
1668,"Dymax Corporation, Torrington, Connecticut.",1992
1669,"Department of Laboratory Medicine, St. Jude Children's Research Hospital, Memphis, Tennessee.",1991
1670,"Baxter Healthcare Corporation, Edwards CVS Division, Irvine, California 92714.",1992
1671,"Division of Cardiovascular Disease, University of Alabama, Birmingham 35294.",1992
1672,"Hydro Polymers, Newton Aycliffe, County Durham, UK.",1992
1673,"Food and Drug Administration, Center for Devices and Radiological Health, Rockville, MD 20857.",1992
1674,"Center for Cancer and Transplantation Biology, Children's Research Institute, Washington,",1992
1675,"Wolfson Centre, University of Strathclyde, Glasgow,",1992
1676,"American Medical Association, Chicago, IL 60610.",1990
1677,"Advanced Elastomer Systems NV/SA, Brussels, Belgium.",1992
1678,"Henry Ford Hospital, Detroit.",1992
1679,"Medic Alert Foundation International, Turlock, CA.",1992
1680,"College of Business Administration, Texas Tech University, Lubbock 79409.",1992
1681,"St. Luke's Medical Center, Milwaukee, WI 53215.",1992
1682,"Department of Chemical Engineering and Applied Chemistry, Aston University, Birmingham, UK.",1992
1683,"Department of Chemical Engineering and Applied Chemistry, Aston University, Birmingham, UK.",1990
1684,"Department of Chemical Engineering and Applied Chemistry, Aston University, Birmingham, UK.",1989
1685,"Regulatory Affairs and Quality Assurance, Diagnostic Division, Ares-Serono Inc, Boston, Massachusetts.",1992
1686,"George Washington University, National Law Center.",1992
1687,"Centre for Biomedical Engineering, University of New South Wales, Kensington, Australia.",1992
1688,"Department of Physiology, Cardiovascular Research Institute Maastricht, University of Limburg, The Netherlands.",1992
1689,"Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge 02139.",1991
1690,"Centre de Radioanalyse, Lyon, France.",1991
1691,"Associated University and Regional Pathologists, Salt Lake City, UT.",1991
1692,"Long Beach Memorial Medical Center, CA.",1991
1693,"University of Maryland, College Park.",1991
1694,"University of Maryland, College Park 20742.",1991
1695,"Channing Laboratory, Department of Medicine, Brigham and Women's Hospital.",1991
1696,"Department of Applied Research, Coulter Electronics, Hialeah, Florida 33010.",1991
1697,"Oregon Health Care Association, Portland.",1991
1698,"Division of Infectious Diseases, Department of Medicine.",1991
1699,"Chief, Dept. of Medicine, University Hospital, Geneva, and Professor of Medicine, University of Geneva Medical School, Geneva, Switzerland.",1991
1700,"Wentworth Institute of Technology, Boston, MA.",1991
1701,"New England Medical Center Hospitals, Boston, MA.",1990
1702,"Laboratoire de Microbiologie, CHRO, Orléans, France.",1991
1703,"Quality and Environmental Affairs, Pfizer Hospital Products Group, New York, NY.",1991
1704,"Hospital for Joint Diseases Orthopaedic Institute, New York, NY.",1991
1705,"Multivac, Wolfertschwenden, FRG.",1991
1706,"SULZER Medical Technology Ltd., Winterthur, Switzerland.",1991
1707,"Beckman Laser Institute and Medical Clinic, Department of Surgery, University of California, Irvine.",1991
1708,"Department of Biochemistry, North Dakota State University, Fargo 58105.",1991
1709,"Department of Obstetrics and Gynecology, University of South Florida College of Medicine, Tampa.",1991
1710,"Department of Internal Medicine, University of Iowa College of Medicine, Iowa City 52246.",1991
1711,"Baxter Healthcare Corporation, Round Lake, IL 60073.",1991
1712,"Department of Otolaryngology, New York University Medical Center, NY 10016.",1991
1713,"Office of Compliance and Surveillance, Food and Drug Administration, Rockville, MD.",1991
1714,"Abbott Ireland Ltd., Sligo, Ireland.",1991
1715,"Veterans Administration Medical Center, Portland, OR.",1991
1716,"Sinai Hospital, Baltimore.",1991
1717,Texas Hospital Association.,1991
1718,"Department of Pathology, Brigham and Women's Hospital, Boston, Massachusetts 02115.",1991
1719,"Department of Pathology, Brigham and Women's Hospital, Boston, MA 02115.",1988
1720,"Bureau Veritas Quality International Ltd., London, United Kingdom.",1991
1721,"Lunar Design, Inc., Palo Alto, California 94301.",1991
1722,"Shotwell & Carr, Inc., Dallas, TX 75234.",1991
1723,"Servizio di Gastroenterologia ed Endoscopia Digestiva Arcispedale S. Anna, Ferrara.",1991
1724,"Perfecseal Ltd., Londonderry, United Kingdom.",1991
1725,"Perfecseal Ltd., Londonderry, United Kingdom.",1990
1726,CIGNA Employee Benefits Companies.,1991
1727,"Division of Health Interview Statistics, National Center for Health Statistics.",1991
1728,"Corporate Human Resources, Melbourne, Australia.",1991
1729,"Food and Drug Administration Center for Devices and Radiological Health, Rockville, Maryland.",1991
1730,"Micro Mo Electronics, Inc., St. Petersburg, FL 33701.",1991
1731,"Canadian Standards Association, Rexdale, Ontario, Canada.",1991
1732,"Therapeutic Devices Branch, Australian Department of Community Services and Health, Melbourne.",1991
1733,"Yale University School of Medicine, Section of Otolaryngology, New Haven, CT 06510.",1991
1734,"Division of Clinical Laboratory Devices, Center for Devices and Radiological Health, Food and Drug Administration, Rockville, Maryland 20850.",1991
1735,"Medizinische Hochschule Hannover, Klinik f. Thorax-, Herz- und Gefässchirurgie, Germany.",1991
1736,"Department of Community Health and Preventive Medicine, Emory University School of Medicine, Atlanta, GA 30303.",1990
1737,"Dow Corning Corporation, Midland, MI 48686.",1990
1738,"MTD/TNO, Leiden, The Netherlands.",1990
1739,"TNO/WHO Program on Health Care, Technology Assessment, Leiden, The Netherlands.",1990
1740,"Department of Clinical Laboratory Medicine, St Joseph's Health Centre, London, Ontario, Canada.",1990
1741,"Department of Chemical Engineering and Applied Chemistry, Aston University, Birmingham, UK.",1990
1742,"Department of Molecular Sciences, Aston University, Birmingham, UK.",1987
1743,"Exxon Chemical Company, Health Care Sector, Buffalo Grove, IL 60089.",1990
1744,"Nimbus, Inc., Rancho Cordova, CA 95670.",1990
1745,"Department of Microbiology, Montreal General Hospital, McGill University, Quebec, Canada.",1990
1746,"Department of Microbiology, Montreal General Hospital, McGill University, Canada.",1989
1747,"Medical Research Consultants Inc., Groton, Connecticut.",1990
1748,"Center for Devices and Radiological Health, Food and Drug Administration, Rockville, MD.",1988
1749,"Department of Medicine, University of Minnesota, Minneapolis.",1990
1750,"Siemens Medical Electronics, Inc., Danvers, Massachusetts 01923.",1990
1751,"Health Technology Unit, Australian Institute of Health, Canberra.",1990
1752,"Department of Surgery, Cedars-Sinai Medical Center, Los Angeles, California.",1989
1753,"Microbics Corporation, Carlsbad, CA 92008.",1990
1754,"Center for Devices and Radiological Health, Division of Cardiovascular Devices, Rockville, MD 20857.",1990
1755,"LPT Laboratory of Pharmacology and Toxicology, Hamburg.",1990
1756,"Department of Medical Technology, Det norske Veritas, Trondheim, Norway.",1990
1757,"Hartford Graduate Center, Trinity Coll., CT.",1990
1758,"Biomed. Eng. Program, Trinity Coll. Hartford, CT.",1990
1759,"Covington and Burling, Washington, DC.",1988
1760,"Industrial Research Institute of Kanagawa Prefecture, Yokohama, Japan.",1990
1761,"American Hospital Association, Washington, DC.",1990
1762,"National ESCA and Surface Analysis Center for Biomedical, Department of Chemical Engineering, University of Washington, Seattle 98195.",1990
1763,"Institute of Immunology and Rheumatology, Rikshospitalet, University of Oslo, Norway.",1990
1764,"Division of Ophthalmic Devices,  Food and Drug Administration, Rockville, Maryland 20850.",1990
1765,"Department of Anesthesiology, State University of New York, Stony Brook 11794.",1990
1766,"Dow Corning Corporation, Hemlock, Michigan 48626.",1989
1767,"K. Mattox & Associates, Inc., St Paul, Minnesota 55107.",1989
1768,"Department of Biomedical Engineering, University of Alabama, Birmingham.",1989
1769,"Baxter Pharmaseal Division, Baxter Healthcare Corporation, Irwindale, CA 91706.",1989
1770,"Department of Biostatistics and Health Policy and Management, Harvard School of Public Health, Boston, Massachusetts 02115.",1989
1771,"Department of Biomedical Engineering, Case Western Reserve University, Cleveland, Ohio 44106.",1989
1772,"Division of Life Sciences, Food and Drug Administration, Rockville, Maryland 20857.",1989
1773,"Division of Life Sciences, Food and Drug Administration, Rockville, Maryland 20857.",1989
1774,"Baxter Healthcare, Inc., Round Lake, Illinois 60073.",1989
1775,"Baxter Healthcare, Inc., Round Lake, IL 60073.",1987
1776,"Division of Cardiology, Montreal General Hospitals.",1989
1777,"Lown Cardiovascular Laboratories, Harvard School of Public Health, Boston, Mass.",1989
1778,"Admiral Materials Corporation, Santa Barbara, California.",1989
1779,Cleveland State University.,1989
1780,"Reminger & Reminger Co., , Cleveland, Ohio.",1989
1781,"Eli Lilly and Co., Indianapolis, IN.",1989
1782,"Department of Neurosurgery, Johns Hopkins University School of Medicine, Baltimore, Md.",1989
1783,"Thermedics Inc., Woburn, MA 01888.",1989
1784,"McDermott, Will & Emery, Washington, DC.",1988
1785,"Medtronic, Inc./Promean Division, Minneapolis, MN.",1988
1786,"Laboratoire de Recherches sur les Macromolécules, Université Paris-Nord, Villetaneuse, France.",1988
1787,"Department of Medicine, Medical College of Virginia, Richmond 23298.",1988
1788,"Universitäts-Kinderklinik, Köln, Federal Republic of Germany.",1988
1789,"Wound Care Products, Thermedics, Inc., Woburn, MA 01888.",1988
1790,"Food & Drug Administration, Center for Devices and Radiological Health, Rockville, MD 20852.",1988
1791,"Food and Drug Administration, Rockville, Md. 20857.",1987
1792,"Department of Surgery, Milton S. Hershey Medical Center, Pennsylvania State University, Hershey 17033.",1987
1793,"Division of Hospital Epidemiology, Health and Welfare Canada, Ottawa, Ontario.",1987
1794,"Department of Chemical Engineering, Harvard MIT Division of Health Sciences and Technology, Cambridge, Massachusetts.",1987
1795,"Department of Industrial Environmental Health Sciences, University of Pittsburgh, Pittsburgh, Pennsylvania 15261.",1987
1796,"Department of Industrial Environmental Health Sciences, University of Pittsburgh, Pittsburgh, Pennsylvania 15261.",1987
1797,"Department of Molecular Sciences, Aston University, Birmingham, UK.",1987
1798,"a Librarian, Beltsville Research Complex Library of the Center for Food Safety and Applied Nutrition, Food and Drug Administration, Washington, DC, 20204.",1987
1799,"Epidemiology Branch, National Institute of Allergy and Infectious Diseases' AIDS Program.",1986
